ID_Venta,Fecha,ID_Cliente,ID_Producto,Canal,Estado,Unidades,Precio_Unitario,Descuento,Costo_Unitario,Costo_Envio
V02031,2024-04-08,C027,P009,Tienda fisica,Confirmada,2,132.93,0.0,75.64,2.93
V04394,2025-12-25,C025,P001,Tienda fisica,Confirmada,1,1291.09,0.0,807.27,0.21
V01019,2025-11-19,C035,P004,Tienda fisica,Confirmada,5,30.07,0.0,14.43,2.67
V04612,2025-05-05,C039,P004,Tienda fisica,Confirmada,2,29.57,0.0,14.67,3.45
V02532,2025-10-08,C020,P009,Tienda fisica,Confirmada,3,139.21,0.0,83.15,3.0
V02159,2025-05-15,C052,P004,Tienda fisica,Confirmada,4,29.36,0.05,14.74,1.04
V04926,2025-12-24,C055,P005,Tienda fisica,Confirmada,7,101.86,0.0,53.01,1.52
V01149,2025-02-07,C043,P002,Tienda fisica,Confirmada,1,485.99,0.1,290.44,3.84
V02809,2025-04-11,C060,P009,Tienda fisica,Confirmada,2,137.19,0.0,82.4,0.17
V04834,2025-06-01,C012,P010,E-commerce,Confirmada,5,36.9,0.0,19.67,29.78
V04633,2024-08-19,C031,P010,Tienda fisica,Confirmada,3,35.16,0.0,18.14,1.94
V05069,2024-05-11,C042,P009,E-commerce,Confirmada,  1 ,  129.88 ,0.15,76.23,  17.99 
V02397,2025-10-11,C020,P009,Tienda fisica,Confirmada,2,140.02,0.1,81.23,0.63
V02934,2025-05-31,C029,P003,E-commerce,Confirmada,2,1734.53,0.0,1240.28,14.93
V02940,2025-09-19,C055,P007,Tienda fisica,Confirmada,3,125.0,0.05,67.9,0.8
V02662,2024-06-12,C043,P005,Tienda fisica,Confirmada,2,93.49,0.0,48.43,3.59
V03170,2025-11-25,C053,P002,Tienda fisica,Confirmada,1,487.14,0.1,299.44,0.01
V00637,2025-03-10,C035,P007,E-commerce,Confirmada,6,129.38,0.0,68.92,42.91
V03631,2025-09-06,C025,P008,E-commerce,Confirmada,3,90.08,0.0,53.12,26.04
V00355,2025-09-24,C046,P009,Tienda fisica,Confirmada,6,136.31,0.0,82.29,3.62
V03139,2025-01-06,C059,P007,E-commerce,Confirmada,1,125.94,0.05,69.66,20.52
V03624,2024-11-22,C040,P001,E-commerce,Confirmada,2,1204.77,0.0,735.62,17.46
V04424,2025-11-24,C057,P005,Tienda fisica,Confirmada,5,99.05,0.05,52.5,1.11
V00608,2024-08-23,C049,P010,Tienda fisica,Confirmada,4,34.52,0.0,17.58,2.88
V02175,2025-08-23,C023,P002,Tienda fisica,Confirmada,12,477.76,0.1,298.3,3.82
V01205,2025-06-09,C005,P005,E-commerce,Confirmada,9,102.03,0.0,51.89,33.86
V01657,2025-12-10,C021,P010,Tienda fisica,Confirmada,6,37.78,0.0,19.36,0.43
V00087,2024-12-15,C016,P010,Tienda fisica,Confirmada,1,34.75,0.0,18.04,2.19
V03515,2025-10-05,C017,P007,E-commerce,Confirmada,  2 ,  125.4 ,0.08,69.93,  16.73 
V04615,2025-10-10,C021,P010,Tienda fisica,Confirmada,3,36.75,0.0,19.12,3.36
V01521,2025-12-03,C024,P010,Tienda fisica,Confirmada,9,36.83,0.0,19.22,2.78
V00748,2025-05-13,C015,P008,E-commerce,Confirmada,5,90.11,0.1,52.9,23.48
V02882,2024-08-17,C033,P004,E-commerce,Confirmada,12,28.41,0.1,13.45,55.08
V01409,2024-10-24,C051,P002,Tienda fisica,Confirmada,2,460.18,0.1,273.23,0.48
V03437,2024-11-15,C050,P004,Tienda fisica,Confirmada,6,28.54,0.05,13.67,1.7
V01581,2025-06-10,C034,P009,Tienda fisica,Confirmada,2,141.29,0.0,84.13,2.15
V00749,2024-12-21,C034,P006,E-commerce,Confirmada,2,64.55,0.08,35.59,26.64
V02791,2025-08-11,C025,P004,Tienda fisica,Confirmada,3,29.27,0.0,14.83,1.0
V02896,2024-11-20,C055,P003,Tienda fisica,Confirmada,11,1641.06,0.0,1142.96,1.23
V01645,2024-12-04,C006,P007,Tienda fisica,Confirmada,3,122.88,0.05,64.3,0.59
V03758,2025-04-08,C036,P007,E-commerce,Confirmada,5,129.13,0.0,70.04,29.52
V04540,2025-11-20,C025,P008,E-commerce,Confirmada,9,89.25,0.0,53.1,32.05
V01601,2024-06-28,C025,P006,Tienda fisica,Confirmada,5,64.07,0.0,35.64,0.48
V01992,2024-10-04,C040,P001,E-commerce,Confirmada,4,1207.65,0.05,733.42,24.37
V05031,2025-08-12,C046,P004,Tienda fisica,Confirmada,6,29.62,0.0,14.72,1.33
V04598,2025-12-05,C047,P009,E-commerce,Confirmada,  4 ,  139.57 ,0.05,81.01,  33.11 
V03808,2025-03-15,C060,P001,E-commerce,Confirmada,1,1287.41,0.0,807.61,17.76
V01161,2024-12-16,C012,P002,Tienda fisica,Confirmada,5,457.83,0.0,275.89,0.16
V01165,2024-12-24,C004,P002,Tienda fisica,Confirmada,4,459.14,0.0,271.02,1.79
V01371,2024-09-28,C030,P008,Tienda fisica,Confirmada,3,84.51,0.0,47.84,1.82
V03959,2025-12-04,C020,P008,Tienda fisica,Confirmada,4,91.66,0.05,52.26,1.47
V04348,2024-12-30,C001,P006,Tienda fisica,Confirmada,4,65.56,0.0,35.72,1.07
V04054,2025-07-13,C013,P007,E-commerce,Confirmada,1,128.39,0.1,69.94,12.64
V00242,2025-08-14,C031,P010,Tienda fisica,Confirmada,5,36.4,0.0,19.56,0.85
V04149,2024-08-05,C025,P010,Tienda fisica,Confirmada,1,35.59,0.1,17.63,1.5
V00711,2025-06-18,C021,P006,Tienda fisica,Confirmada,7,68.05,0.0,38.1,1.06
V02651,2024-10-02,C045,P007,E-commerce,Confirmada,1,118.22,0.1,62.98,15.27
V00576,2024-06-14,C010,P005,Tienda fisica,Confirmada,11,97.63,0.0,48.13,2.02
V00489,2025-05-24,C055,P010,Tienda fisica,Confirmada,1,37.65,0.1,19.37,0.23
V00249,2024-11-13,C011,P007,E-commerce,Confirmada,4,119.28,0.1,62.92,22.14
V00726,2024-11-14,C024,P002,Tienda fisica,Confirmada,1,456.78,0.0,277.15,0.77
V04718,2025-10-14,C025,P009,E-commerce,Confirmada,1,138.31,0.0,82.74,15.95
V04959,2025-04-13,C010,P004,Tienda fisica,Confirmada,  17 ,  30.05 ,0.05,14.47,  0.73 
V01206,2024-09-13,C025,P005,Tienda fisica,Confirmada,9,94.65,0.0,47.13,2.42
V02894,2024-06-14,C021,P005,E-commerce,Confirmada,1,94.21,0.0,48.62,16.82
V05020,2025-08-10,C015,P008,Tienda fisica,Confirmada,3,88.55,0.0,52.32,0.22
V00042,2025-03-06,C006,P010,E-commerce,Confirmada,2,36.71,0.0,19.45,20.61
V02128,2024-01-24,C052,P001,Tienda fisica,Confirmada,1,1234.54,0.05,751.97,1.22
V00464,2024-10-03,C054,P004,E-commerce,Confirmada,5,28.14,0.0,13.27,24.65
V02015,2025-12-26,C006,P008,Tienda fisica,Confirmada,4,89.49,0.0,52.83,0.92
V04756,2025-08-15,C037,P007,Tienda fisica,Confirmada,3,130.03,0.1,69.51,1.46
V03895,2024-09-22,C021,P008,E-commerce,Confirmada,2,84.67,0.0,47.42,17.0
V01512,2025-09-05,C046,P002,E-commerce,Confirmada,2,475.81,0.05,296.67,23.78
V03796,2024-04-19,C003,P007,Tienda fisica,Confirmada,2,118.09,0.0,64.56,3.15
V02806,2024-01-06,C037,P010,E-commerce,Confirmada,6,35.95,0.1,17.56,23.0
V02143,2025-05-28,C058,P008,Tienda fisica,Confirmada,2,91.41,0.0,51.38,3.51
V04962,2025-06-16,C056,P004,E-commerce,Confirmada,6,29.7,0.05,14.67,32.69
V03024,2025-03-11,C028,P010,E-commerce,Confirmada,5,37.01,0.0,19.65,25.63
V03165,2024-11-09,C015,P001,Tienda fisica,Confirmada,1,1229.77,0.0,733.61,1.63
V01480,2025-05-03,C016,P008,E-commerce,Confirmada,  1 ,  91.29 ,0.1,52.86,  27.96 
V00210,2025-02-09,C060,P010,Tienda fisica,Confirmada,3,37.73,0.0,19.25,1.87
V04117,2025-01-25,C034,P002,E-commerce,Confirmada,4,472.95,0.15,292.49,22.66
V03915,2025-12-26,C046,P007,E-commerce,Confirmada,7,127.69,0.0,67.8,47.49
V00284,2024-11-13,C036,P009,E-commerce,Confirmada,2,133.15,0.15,77.09,25.31
V04232,2025-05-24,C022,P004,Tienda fisica,Confirmada,8,29.48,0.0,14.76,2.04
V00223,2024-08-01,C035,P008,Tienda fisica,Confirmada,1,83.87,0.0,48.35,2.7
V04696,2024-05-28,C001,P002,E-commerce,Confirmada,5,460.74,0.15,268.13,33.34
V01006,2024-09-06,C035,P004,E-commerce,Confirmada,3,28.54,0.05,13.68,30.33
V02354,2025-04-29,C021,P004,E-commerce,Confirmada,10,29.77,0.15,14.63,43.9
V01829,2024-11-02,C010,P005,Tienda fisica,Confirmada,15,94.01,0.0,47.14,3.54
V03986,2025-05-14,C016,P004,Tienda fisica,Confirmada,3,29.7,0.0,14.53,1.14
V01196,2024-02-08,C050,P006,Tienda fisica,Confirmada,7,66.61,0.0,35.83,1.29
V02233,2025-05-03,C037,P004,E-commerce,Confirmada,4,29.3,0.0,14.83,20.61
V00341,2025-09-13,C044,P001,E-commerce,Confirmada,2,1302.56,0.0,800.42,17.45
V04955,2025-02-23,C002,P008,E-commerce,Confirmada,2,89.65,0.0,52.65,14.34
V00614,2024-02-08,C027,P004,E-commerce,Confirmada,2,28.73,0.1,13.36,27.9
V03466,2024-09-08,C021,P005,E-commerce,Confirmada,  6 ,  94.59 ,0.0,47.75,  32.84 
V04208,2025-07-31,C010,P005,Tienda fisica,Confirmada,7,100.46,0.0,51.57,3.14
V04566,2024-07-23,C047,P004,Tienda fisica,Confirmada,3,28.6,0.0,13.63,3.73
V02355,2024-10-21,C009,P009,Tienda fisica,Confirmada,1,131.33,0.0,77.47,2.66
V02438,2024-02-13,C007,P004,E-commerce,Confirmada,8,27.57,0.0,13.2,40.14
V04273,2024-04-26,C032,P004,E-commerce,Confirmada,8,27.7,0.08,13.45,36.25
V00358,2025-07-08,C050,P007,E-commerce,Confirmada,4,126.23,0.05,68.8,24.42
V01753,2024-08-26,C025,P002,Tienda fisica,Confirmada,5,450.44,0.1,269.97,0.35
V01498,2024-07-30,C046,P010,E-commerce,Confirmada,2,35.02,0.1,17.89,26.33
V00314,2025-08-10,C032,P010,E-commerce,Confirmada,1,37.57,0.0,19.43,16.63
V03735,2025-01-16,C049,P009,E-commerce,Confirmada,1,136.8,0.0,82.05,19.08
V00880,2024-02-08,C039,P004,Tienda fisica,Confirmada,9,28.77,0.0,13.53,0.52
V02742,2025-12-14,C055,P008,E-commerce,Confirmada,4,89.84,0.05,51.17,26.76
V01531,2025-01-21,C035,P007,Tienda fisica,Confirmada,2,128.59,0.0,67.89,3.34
V04342,2024-12-17,C060,P001,E-commerce,Confirmada,2,1176.85,0.0,733.5,15.54
V03107,2024-08-17,C020,P005,Tienda fisica,Confirmada,6,97.53,0.0,48.73,1.71
V02822,2024-01-21,C008,P007,E-commerce,Confirmada,4,123.06,0.1,64.34,22.65
V04960,2025-07-04,C036,P007,Tienda fisica,Confirmada,  1 ,  126.67 ,0.05,69.26,  2.59 
V04240,2025-01-31,C057,P005,Tienda fisica,Confirmada,3,101.98,0.0,52.08,1.97
V00163,2024-02-26,C048,P010,E-commerce,Confirmada,1,35.03,0.0,17.55,18.65
V03192,2024-12-08,C057,P002,E-commerce,Confirmada,1,462.31,0.0,271.94,19.44
V02186,2025-06-30,C055,P005,E-commerce,Confirmada,9,102.68,0.0,52.29,37.29
V04513,2024-04-13,C040,P007,E-commerce,Confirmada,6,118.93,0.0,64.73,41.84
V00522,2024-01-20,C032,P004,Tienda fisica,Confirmada,6,28.8,0.0,13.42,1.49
V01544,2024-12-08,C035,P001,E-commerce,Confirmada,2,1182.03,0.08,743.97,17.8
V01977,2025-04-10,C046,P003,E-commerce,Confirmada,1,1789.36,0.15,1213.39,28.21
V01391,2025-12-11,C021,P004,Tienda fisica,Confirmada,5,30.28,0.0,14.31,2.98
V02214,2025-12-07,C051,P008,Tienda fisica,Confirmada,3,90.81,0.0,51.97,1.27
V00243,2025-07-12,C026,P004,Tienda fisica,Confirmada,11,29.32,0.0,14.64,1.51
V04906,2025-07-24,C032,P001,Tienda fisica,Confirmada,1,1295.68,0.0,794.2,1.63
V02722,2024-01-10,C036,P006,Tienda fisica,Confirmada,13,66.69,0.0,36.01,0.96
V03115,2025-05-05,C005,P010,E-commerce,Confirmada,2,36.71,0.0,19.63,21.96
V04292,2025-09-04,C042,P007,Tienda fisica,Confirmada,1,130.61,0.0,69.02,2.89
V04050,2024-01-03,C025,P008,Tienda fisica,Confirmada,2,83.81,0.0,48.04,2.39
V04861,2024-12-18,C020,P008,Tienda fisica,Confirmada,  1 ,  83.38 ,0.0,47.58,  3.88 
V02296,2024-05-01,C048,P010,Tienda fisica,Confirmada,3,34.92,0.0,17.5,2.38
V00904,2025-06-23,C009,P006,E-commerce,Confirmada,2,68.2,0.0,38.36,17.72
V00304,2024-07-18,C047,P004,E-commerce,Confirmada,4,28.56,0.15,13.61,16.54
V02166,2025-11-28,C012,P008,E-commerce,Confirmada,1,88.72,0.1,51.87,17.85
V05075,2025-08-19,C011,P007,Tienda fisica,Confirmada,4,129.91,0.0,70.14,3.23
V05159,2025-09-11,C029,P005,E-commerce,Confirmada,4,102.58,0.0,52.2,21.29
V04740,2024-08-01,C035,P004,E-commerce,Confirmada,5,27.94,0.08,13.47,39.74
V00164,2024-10-27,C015,P009,Tienda fisica,Confirmada,1,128.96,0.05,74.7,3.7
V01923,2024-07-20,C037,P010,Tienda fisica,Confirmada,2,35.97,0.0,17.89,0.9
V01005,2024-03-01,C049,P008,Tienda fisica,Confirmada,1,86.16,0.0,47.48,3.58
V05040,2025-02-19,C045,P010,Tienda fisica,Confirmada,4,37.41,0.0,19.23,1.28
V02941,2025-10-26,C005,P001,E-commerce,Confirmada,6,1288.42,0.15,819.84,30.33
V05066,2025-04-11,C041,P004,Tienda fisica,Confirmada,4,30.19,0.05,14.71,0.22
V03497,2025-07-24,C045,P004,E-commerce,Confirmada,8,29.93,0.0,14.31,34.74
V01887,2025-07-18,C060,P002,Tienda fisica,Confirmada,1,473.56,0.0,291.98,1.95
V01620,2025-12-02,C036,P001,Tienda fisica,Confirmada,2,1307.93,0.0,817.06,0.96
V03269,2025-02-23,C014,P005,E-commerce,Confirmada,  2 ,  103.28 ,0.08,51.94,  18.19 
V02524,2025-11-24,C057,P001,E-commerce,Confirmada,1,1277.32,0.05,804.2,16.47
V05228,2025-02-01,C005,P004,Tienda fisica,Anulada,12,29.49,0.0,14.62,2.35
V02645,2025-09-01,C017,P001,E-commerce,Confirmada,3,1264.81,0.1,803.56,26.75
V02141,2025-09-30,C020,P007,E-commerce,Confirmada,6,127.03,0.0,69.22,34.95
V01942,2025-07-24,C031,P004,Tienda fisica,Confirmada,2,29.85,0.1,14.32,1.73
V02011,2024-04-12,C002,P007,Tienda fisica,Confirmada,4,122.57,0.0,63.94,2.34
V02506,2024-11-14,C010,P009,Tienda fisica,Confirmada,3,129.41,0.1,76.57,2.31
V05074,2024-06-25,C008,P008,Tienda fisica,Confirmada,6,87.17,0.1,47.54,1.83
V01721,2024-03-14,C015,P002,Tienda fisica,Confirmada,1,461.62,0.0,272.72,2.01
V01674,2024-02-23,C024,P007,Tienda fisica,Confirmada,3,121.05,0.0,62.96,3.21
V05118,2024-08-26,C015,P004,E-commerce,Confirmada,7,28.05,0.0,13.5,30.17
V02856,2025-08-07,C038,P009,E-commerce,Confirmada,1,135.63,0.1,80.89,22.55
V04668,2024-12-10,C008,P008,E-commerce,Confirmada,6,83.41,0.05,47.42,20.82
V03513,2025-12-03,C023,P009,E-commerce,Confirmada,1,140.49,0.0,81.28,22.42
V04374,2025-07-08,C037,P009,Tienda fisica,Confirmada,3,140.67,0.0,83.95,1.07
V04701,2024-01-26,C047,P004,E-commerce,Confirmada,6,27.88,0.0,13.58,35.3
V01281,2024-11-14,C052,P007,Tienda fisica,Confirmada,  1 ,  119.08 ,0.05,62.79,  3.03 
V05262,2025-12-26,C006,P010,E-commerce,Confirmada,,37.11,0.0,19.58,12.42
V01661,2025-07-15,C012,P009,E-commerce,Confirmada,7,141.73,0.1,83.15,23.22
V02376,2025-11-24,C051,P002,E-commerce,Confirmada,3,476.79,0.0,297.34,21.09
V03405,2025-09-14,C023,P009,E-commerce,Confirmada,1,137.21,0.05,83.09,22.75
V02900,2025-01-29,C007,P004,E-commerce,Confirmada,10,30.41,0.1,14.87,43.39
V02765,2025-08-30,C037,P006,E-commerce,Confirmada,5,70.18,0.0,38.95,31.34
V03473,2024-08-04,C055,P002,Tienda fisica,Confirmada,1,460.15,0.0,273.77,2.22
V05167,2024-01-30,C046,P003,Tienda fisica,Confirmada,1,1668.88,0.0,1133.23,0.74
V02731,2024-04-20,C017,P005,E-commerce,Confirmada,2,97.76,0.0,47.13,14.56
V03133,2024-01-29,C056,P006,Tienda fisica,Confirmada,8,64.74,0.0,35.89,2.76
V04821,2025-09-13,C047,P002,E-commerce,Confirmada,2,484.41,0.0,293.83,28.27
V03705,2024-06-06,C054,P009,Tienda fisica,Confirmada,6,131.77,0.0,77.09,0.31
V01555,2024-06-05,C008,P010,Tienda fisica,Confirmada,4,34.86,0.0,17.65,0.25
V01838,2024-03-26,C050,P005,E-commerce,Confirmada,7,97.65,0.08,47.05,25.33
V05162,2025-05-21,C044,P004,Tienda fisica,Confirmada,3,30.05,0.05,14.41,1.73
V02927,2024-09-22,C012,P001,Tienda fisica,Confirmada,5,1225.35,0.0,748.16,2.19
V03667,2025-12-24,C008,P006,Tienda fisica,Confirmada,  8 ,  70.79 ,0.0,38.47,  1.63 
V04669,2025-06-27,C056,P008,Tienda fisica,Confirmada,4,89.62,0.0,51.17,2.28
V04858,2024-12-12,C005,P005,E-commerce,Confirmada,9,94.43,0.15,47.45,30.37
V03630,2025-11-27,C060,P009,E-commerce,Confirmada,1,140.28,0.05,81.5,25.14
V01801,2024-09-25,C052,P010,Tienda fisica,Confirmada,5,34.41,0.05,18.05,2.53
V05234,2025-05-13,C047,P009,Tienda fisica,Anulada,1,141.72,0.0,81.25,2.76
V03822,2024-08-02,C022,P004,E-commerce,Confirmada,7,28.08,0.0,13.38,43.67
V02434,2024-08-17,C002,P001,Tienda fisica,Confirmada,15,1182.16,0.0,739.61,3.27
V04488,2024-12-09,C049,P001,Tienda fisica,Confirmada,8,1211.47,0.0,752.66,2.34
V04732,2025-06-05,C031,P009,E-commerce,Confirmada,2,140.35,0.1,81.9,27.68
V04571,2025-06-26,C033,P001,Tienda fisica,Confirmada,3,1302.2,0.1,818.24,3.75
V04785,2024-11-16,C060,P004,Tienda fisica,Confirmada,3,27.56,0.0,13.65,1.4
V03834,2025-08-01,C036,P007,Tienda fisica,Confirmada,2,127.75,0.0,68.59,1.47
V02768,2025-06-01,C029,P004,E-commerce,Confirmada,7,30.16,0.0,14.84,43.23
V01798,2025-11-30,C042,P010,Tienda fisica,Confirmada,3,36.86,0.05,19.27,1.67
V01570,2025-04-27,C056,P008,Tienda fisica,Confirmada,2,90.52,0.1,51.24,0.59
V01143,2024-03-12,C033,P004,E-commerce,Confirmada,5,28.46,0.1,13.67,32.19
V01311,2025-06-24,C029,P008,Tienda fisica,Confirmada,  2 ,  91.61 ,0.1,52.37,  0.67 
V04087,2024-08-14,C007,P006,Tienda fisica,Confirmada,3,64.87,0.0,35.23,0.14
V01326,2025-12-01,C017,P002,E-commerce,Confirmada,4,482.29,0.08,291.76,32.28
V01124,2024-05-16,C051,P006,Tienda fisica,Confirmada,4,64.83,0.0,35.81,0.01
V00523,2024-09-07,C045,P005,Tienda fisica,Confirmada,7,96.91,0.0,48.15,0.55
V04957,2025-04-16,C044,P009,E-commerce,Confirmada,3,138.92,0.0,81.37,22.49
V01679,2024-09-18,C060,P007,E-commerce,Confirmada,1,121.56,0.08,63.19,19.03
V04243,2025-11-09,C050,P002,E-commerce,Confirmada,1,476.05,0.15,290.35,19.97
V00310,2025-11-11,C025,P010,Tienda fisica,Confirmada,6,37.69,0.0,19.27,2.17
V01304,2025-10-23,C045,P005,Tienda fisica,Confirmada,4,103.4,0.0,51.81,1.12
V02062,2024-10-09,C040,P004,Tienda fisica,Confirmada,5,28.34,0.0,13.64,3.31
V02817,2024-10-21,C060,P006,Tienda fisica,Confirmada,7,65.43,0.1,35.63,0.06
V04172,2024-01-02,C006,P010,E-commerce,Confirmada,2,35.03,0.0,18.18,18.74
V02305,2025-02-13,C043,P001,Tienda fisica,Confirmada,1,1275.79,0.1,805.96,2.39
V02829,2025-06-21,C038,P005,Tienda fisica,Confirmada,11,99.65,0.0,52.06,2.77
V03581,2025-07-19,C030,P008,E-commerce,Confirmada,1,90.5,0.05,51.82,17.64
V01466,2025-11-29,C024,P006,E-commerce,Confirmada,7,70.52,0.05,39.13,33.04
V00030,2025-07-08,C055,P002,E-commerce,Confirmada,  4 ,  490.62 ,0.0,298.13,  17.91 
V02958,2024-05-05,C013,P008,Tienda fisica,Confirmada,9,86.97,0.0,48.47,0.08
V04069,2025-01-10,C031,P004,Tienda fisica,Confirmada,11,29.19,0.0,14.78,0.38
V00689,2024-07-18,C015,P008,Tienda fisica,Confirmada,1,87.48,0.05,47.33,3.49
V02347,2024-08-15,C042,P008,E-commerce,Confirmada,1,86.52,0.1,47.92,21.86
V01628,2024-09-15,C022,P006,Tienda fisica,Confirmada,4,66.72,0.0,35.18,1.01
V00664,2025-04-27,C045,P008,Tienda fisica,Confirmada,1,88.71,0.0,52.82,3.41
V04339,2024-12-14,C022,P002,Tienda fisica,Confirmada,12,453.68,0.0,268.84,2.55
V00554,2025-07-21,C020,P007,Tienda fisica,Confirmada,2,124.76,0.0,69.82,0.18
V01878,2024-11-14,C031,P005,E-commerce,Confirmada,3,95.9,0.0,48.22,23.49
V05238,2025-10-13,C040,P006,E-commerce,Anulada,4,67.85,0.0,39.1,32.56
V04400,2025-08-19,C049,P004,E-commerce,Confirmada,8,29.99,0.15,14.69,36.47
V03049,2024-03-23,C004,P009,Tienda fisica,Confirmada,8,130.09,0.0,75.87,1.8
V00100,2025-06-23,C035,P006,E-commerce,Confirmada,3,68.2,0.15,38.52,22.67
V03969,2025-05-08,C057,P007,E-commerce,Confirmada,3,128.16,0.0,69.0,29.42
V03067,2025-11-30,C025,P005,E-commerce,Confirmada,3,101.06,0.1,52.07,30.99
V00430,2024-11-07,C050,P006,Tienda fisica,Confirmada,14,64.22,0.1,34.73,1.94
V04361,2025-10-28,C004,P004,E-commerce,Confirmada,  6 ,  29.82 ,0.0,14.58,  27.26 
V00205,2025-06-27,C032,P008,Tienda fisica,Confirmada,2,88.61,0.0,52.02,0.8
V00337,2024-01-13,C033,P006,E-commerce,Confirmada,1,64.27,0.0,35.73,17.35
V00093,2024-12-20,C021,P006,Tienda fisica,Confirmada,13,64.3,0.0,34.84,2.5
V03045,2025-08-09,C034,P003,Tienda fisica,Confirmada,2,1790.97,0.0,1207.6,3.3
V01249,2024-11-06,C049,P010,Tienda fisica,Confirmada,3,34.73,0.0,17.67,2.56
V01163,2025-06-28,C045,P004,E-commerce,Confirmada,6,29.48,0.1,14.67,42.43
V00863,2024-09-05,C020,P006,E-commerce,Confirmada,5,66.74,0.0,34.86,34.82
V05241,2024-06-04,C031,P009,E-commerce,Anulada,6,131.47,0.15,74.65,27.81
V02555,2025-03-24,C013,P002,Tienda fisica,Confirmada,1,474.19,0.0,293.15,1.63
V00110,2025-06-05,C044,P007,Tienda fisica,Confirmada,4,127.37,0.05,68.29,1.5
V04130,2024-08-20,C019,P007,E-commerce,Confirmada,3,123.15,0.15,64.13,30.68
V04423,2025-12-23,C035,P004,E-commerce,Confirmada,4,30.26,0.08,14.56,22.34
V02440,2025-06-09,C045,P010,E-commerce,Confirmada,2,37.5,0.0,19.03,19.84
V04745,2024-04-12,C034,P002,Tienda fisica,Confirmada,3,452.55,0.0,275.65,0.7
V04234,2024-08-25,C031,P010,Tienda fisica,Confirmada,1,34.47,0.1,18.03,3.5
V05047,2025-04-18,C027,P006,E-commerce,Confirmada,10,69.85,0.08,39.01,35.84
V03941,2024-12-26,C019,P005,Tienda fisica,Confirmada,  6 ,  95.51 ,0.1,47.79,  2.35 
V04929,2024-11-06,C033,P005,Tienda fisica,Confirmada,7,96.21,0.05,47.18,0.48
V01925,2025-03-06,C032,P008,Tienda fisica,Confirmada,1,89.93,0.0,51.99,2.02
V04573,2024-04-04,C031,P001,Tienda fisica,Confirmada,2,1230.09,0.0,757.42,0.53
V03717,2025-01-11,C026,P010,Tienda fisica,Confirmada,1,37.97,0.1,19.52,2.82
V04256,2025-05-28,C016,P005,Tienda fisica,Confirmada,8,99.33,0.0,52.14,0.79
V00017,2025-03-30,C060,P010,Tienda fisica,Confirmada,1,36.82,0.0,19.63,3.74
V04845,2025-07-06,C016,P008,E-commerce,Confirmada,3,90.74,0.1,51.87,21.33
V00313,2025-06-06,C037,P005,Tienda fisica,Confirmada,9,99.82,0.0,52.89,3.82
V00141,2025-07-01,C030,P010,E-commerce,Confirmada,2,37.49,0.05,19.26,18.95
V00518,2025-05-13,C050,P004,E-commerce,Confirmada,6,30.22,0.05,14.58,39.56
V03830,2025-07-21,C031,P008,Tienda fisica,Confirmada,11,90.68,0.0,52.48,3.94
V02681,2024-02-13,C050,P010,E-commerce,Confirmada,1,35.7,0.05,17.83,24.37
V04590,2025-05-22,C001,P010,E-commerce,Confirmada,3,37.66,0.08,19.56,14.38
V00105,2025-12-05,C055,P007,Tienda fisica,Confirmada,9,130.19,0.0,67.82,3.31
V00204,2025-08-01,C037,P010,Tienda fisica,Confirmada,3,36.72,0.05,19.26,3.14
V03945,2024-05-10,C041,P003,Tienda fisica,Confirmada,5,1677.99,0.0,1122.1,0.04
V05064,2025-02-11,C030,P008,Tienda fisica,Confirmada,  9 ,  91.03 ,0.0,52.62,  1.48 
V03026,2025-11-20,C043,P009,E-commerce,Confirmada,2,140.61,0.1,83.07,25.59
V03412,2024-12-09,C041,P009,Tienda fisica,Confirmada,3,128.53,0.0,74.61,0.17
V00553,2025-01-21,C020,P004,E-commerce,Confirmada,7,29.51,0.0,14.43,20.45
V02283,2024-10-31,C052,P010,Tienda fisica,Confirmada,1,35.81,0.0,17.78,2.39
V00325,2025-03-01,C056,P010,Tienda fisica,Confirmada,4,38.06,0.0,19.53,1.18
V01043,2025-06-06,C020,P004,E-commerce,Confirmada,6,30.17,0.15,14.38,26.65
V03311,2024-04-15,C014,P010,Tienda fisica,Confirmada,1,34.67,0.0,18.0,3.74
V05229,2024-09-16,C035,P004,Tienda fisica,Anulada,8,27.66,0.0,13.61,1.73
V03460,2025-07-03,C032,P003,E-commerce,Confirmada,3,1776.94,0.05,1240.58,25.22
V02536,2025-04-20,C037,P007,E-commerce,Confirmada,1,126.09,0.0,69.95,24.67
V01915,2025-09-06,C016,P001,E-commerce,Confirmada,2,1255.72,0.08,796.64,18.68
V05223,2025-05-14,C046,P006,E-commerce,Anulada,1,69.23,0.05,38.33,24.81
V04235,2025-12-20,C020,P005,Tienda fisica,Confirmada,3,99.2,0.0,51.79,0.32
V02585,2025-07-08,C054,P006,Tienda fisica,Confirmada,1,69.64,0.05,38.74,3.06
V05091,2024-03-22,C008,P005,Tienda fisica,Confirmada,11,97.52,0.0,47.9,1.53
V03801,2024-11-17,C035,P004,E-commerce,Confirmada,9,28.17,0.0,13.64,28.54
V00723,2024-05-02,C002,P010,Tienda fisica,Confirmada,  3 ,  35.17 ,0.0,17.98,  1.49 
V03798,2024-11-21,C015,P006,Tienda fisica,Confirmada,2,66.93,0.0,35.62,0.19
V02171,2024-06-19,C030,P010,Tienda fisica,Confirmada,4,34.65,0.0,17.79,0.66
