ID_Venta;Fecha;ID_Cliente;ID_Producto;Unidades;Precio_Unitario;Descuento;Costo_Unitario;Canal;Estado
V00307;17/10/2025;C0001;P0005;;152032.85;0;76381.11;Mayorista;Confirmada
V00878;30/01/2024;C0023;P0016;37;7665.01;0.15;5355.27;SUCURSAL;Confirmada
V00704;14/04/2025;C0003;P0026;30;102719.31;0.15;75912.18;Sucursal;Confirmada
V00440;06/10/2025;C0047;P0039;27;33312.52;0;20257.15;online;Confirmada
V01005;31/07/2023;C0015;P0005;22;142693.40;0.1;76381.11;SUCURSAL;Confirmada
V00687;28/12/2025;C0003;P0022;24;136080.65;0.15;77007.76;SUCURSAL;Confirmada
V00463;17/05/2025;C0002;P0019;38;42852.94;0;24035.97;Mayorista;Confirmada
V00456;26/04/2024;C0045;P0005;24;135454.62;0.15;76381.11;Sucursal;Confirmada
V00979;25/05/2024;C0015;P0022;11;139119.58;0.05;77007.76;Mayorista;Confirmada
V00253;16/02/2023;C0037;P0033;37;148791.44;0;87592.08;Sucursal;Confirmada
V00852;09/11/2024;C0030;P0019;10;46904.98;0.05;24035.97;SUCURSAL;Confirmada
V00859;30/07/2024;C0029;P0015;8;98457.76;0;52751.77;Mayorista;Confirmada
V00462;24/11/2025;C0044;P0011;36;71489.76;0;42100.64;Mayorista;Confirmada
V00052;18/06/2025;C0034;P0017;22;31729.69;0.1;21329.37;SUCURSAL;Confirmada
V00301;02/03/2025;C0020;P0002;9;76623.47;0;45022.51;Sucursal;Confirmada
V00066;28/11/2025;C0038;P0036;32;13339.63;0;9624.01;SUCURSAL;Confirmada
V00967;27/12/2024;C0045;P0019;11;41402.31;0;24035.97;Online;Confirmada
V00971;25/09/2024;C0037;P0014;21;12847.55;0.15;7133.98;Sucursal;Confirmada
V01020;27/06/2024;C0024;P0003;21;98611.29;0.1;59237.27;Mayorista;Confirmada
V00699;28/09/2023;C0053;P0029;3;65940.39;0.05;35426.88;SUCURSAL;Confirmada
V01186;17/09/2023;C0004;P0013;31;37124.03;0.05;26313.27;online;Confirmada
V00117;20/07/2023;C0018;P0033;17;159564.34;0;87592.08;Online;Confirmada
V00559;16/05/2024;C0013;P0007;31;26136.92;0;18589.68;Sucursal;Confirmada
V00550;09/05/2024;;P0001;29;145304.49;0;88805.39;online;Confirmada
V00409;29/07/2025;C0014;P0030;;137065.13;0;79943.46;Mayorista;Confirmada
V00469;13/11/2023;C0024;P0011;32;72514.66;0.15;42100.64;Online;Confirmada
V00905;09/08/2025;C0044;P0002;30;n/d;0.15;45022.51;online;Confirmada
V00953;06/10/2024;C0048;P0014;18;12623.88;0;7133.98;Sucursal;Confirmada
V00375;29/10/2023;C0003;P0035;25;103186.57;0;69092.63;Sucursal;Confirmada
V00919;13/09/2024;C0005;P0011;30;72176.97;0;42100.64;Online;Confirmada
V00481;20/02/2024;C0013;P0028;38;142698.80;0;83697.81;Mayorista;Confirmada
V00654;28/11/2023;C0023;P0008;30;157872.02;0;87430.92;Online;Confirmada
V00965;23/09/2025;C0044;P0002;8;83690.81;0.05;45022.51;Online;Confirmada
V00235;22/07/2024;C0015;P0028;16;128554.52;0;83697.81;Sucursal;Confirmada
V01112;24/05/2025;C0024;P0032;33;59506.52;0.05;41511.75;online;Confirmada
V01119;10/08/2024;C0007;P0012;31;95484.00;0;62788.01;Online;Confirmada
V01072;19/04/2023;C0027;P0011;12;67969.53;0.1;42100.64;Sucursal;Confirmada
V00566;03/09/2025;C0051;P0018;4;36382.55;0;27465.62;Online;Confirmada
V00192;12/04/2024;C0017;P0005;27;137802.61;0.05;76381.11;SUCURSAL;Confirmada
V01004;05/03/2025;C0015;P0007;26;27151.30;0.05;18589.68;Online;Confirmada
V01173;02/09/2023;C0056;P0016;31;7172.60;0.1;5355.27;Online;Confirmada
V01014;22/10/2023;C0027;P0006;11;140901.76;0.1;82826.49;online;Confirmada
V00116;19/01/2025;C0048;P0027;2;111151.79;0;61799.54;online;Confirmada
V00328;03/04/2023;C0003;P0028;29;136758.27;0.15;83697.81;SUCURSAL;Confirmada
V00141;03/07/2024;C0023;P0010;7;25777.25;0.15;15802.18;Mayorista;Confirmada
V00015;19/01/2023;C0007;P0028;33;133361.05;0;83697.81;Sucursal;Confirmada
V00046;30/12/2024;C0004;P0032;15;58101.97;0;41511.75;Sucursal;Confirmada
V01147;23/07/2024;C0001;P0036;31;15236.93;0.15;9624.01;Sucursal;Confirmada
V01142;18/11/2024;C0046;P0010;33;27878.99;0.15;15802.18;SUCURSAL;Confirmada
V01081;19/05/2025;C0044;P0003;37;97876.53;0;59237.27;online;Confirmada
V01056;05/01/2025;C0019;P0028;32;132835.72;0;83697.81;Online;Confirmada
V00136;13/03/2025;C0021;P0038;2;53440.42;0.05;30948.72;online;Confirmada
V01198;23/09/2024;C0037;P0005;16;139309.37;0;76381.11;online;Confirmada
V00921;07/10/2024;C0018;P0040;5;80729.96;0;59058.47;Mayorista;Confirmada
V00236;06/11/2024;C0010;P0025;36;78510.75;0;39839.56;Mayorista;Confirmada
V00388;16/01/2025;C0020;P0018;32;37124.10;0;27465.62;SUCURSAL;Confirmada
V00357;11/11/2024;C0017;P0009;38;43467.24;0.05;24765.50;online;Confirmada
V00014;07/05/2024;C0020;P0038;20;56691.10;0;30948.72;online;Confirmada
V00103;21/12/2024;C0001;P0005;4;135024.64;0;76381.11;Online;Confirmada
V00983;25/08/2023;C0049;P0002;27;86388.86;0.05;45022.51;Mayorista;Confirmada
V01095;30/12/2024;C0029;P0009;4;44909.14;0.1;24765.50;SUCURSAL;Confirmada
V01176;11/05/2025;C0050;P0007;1;28336.96;0.1;18589.68;online;Confirmada
V00551;29/05/2024;C0036;P0014;12;13638.90;0.05;7133.98;Mayorista;Confirmada
V00035;03/05/2025;C0037;P0029;17;66089.49;0;35426.88;Mayorista;Confirmada
V00841;22/05/2025;C0016;P0014;24;12521.95;0.15;7133.98;Sucursal;Confirmada
V01071;25/10/2025;C0045;P0027;40;123216.43;0.05;61799.54;SUCURSAL;Confirmada
V00053;16/11/2025;C0049;P0016;19;6771.38;0.15;5355.27;Mayorista;Confirmada
V00057;20/11/2023;C0041;P0011;24;69965.84;0.05;42100.64;online;Confirmada
V00060;26/10/2025;C0030;P0009;18;40210.63;0;24765.50;SUCURSAL;Confirmada
V00032;27/11/2025;C0043;P0019;29;44037.00;0.15;24035.97;SUCURSAL;Confirmada
V00350;11/04/2025;C0046;P0025;3;77111.49;0.1;39839.56;Sucursal;Confirmada
V00078;22/02/2025;C0030;P0037;24;28329.25;0.05;20637.97;Sucursal;Confirmada
V00418;13/09/2025;C0029;P0029;11;61667.37;0.05;35426.88;SUCURSAL;Confirmada
V01040;02/12/2024;C0029;P0037;24;29258.43;0;20637.97;Sucursal;Confirmada
V00625;27/06/2023;C0006;P0013;30;34722.95;0.05;26313.27;online;Confirmada
V00768;09/09/2024;C0013;P0009;9;40728.85;0;24765.50;online;Confirmada
V01164;17/10/2025;C0038;P0018;34;39621.83;0;27465.62;Mayorista;Confirmada
V00600;09/05/2023;C0039;P0017;32;32469.24;0.1;21329.37;Online;Confirmada
V00187;27/11/2025;C0001;P0008;33;168819.94;0;87430.92;SUCURSAL;Confirmada
V00636;21/12/2024;C0048;P0013;36;35725.70;0;26313.27;Sucursal;Confirmada
V00298;27/05/2023;C0013;P0016;28;7727.50;0.1;5355.27;online;Confirmada
V00056;18/02/2024;C0017;P0032;21;64289.35;0.15;41511.75;Online;Confirmada
V01018;23/04/2023;C0045;P0028;9;144379.96;0.05;83697.81;Online;Confirmada
V00480;04/01/2023;C0026;P0010;5;26896.64;0;15802.18;SUCURSAL;Confirmada
V00925;26/12/2023;C0011;P0021;28;53290.09;0.15;30386.28;Mayorista;Confirmada
V00682;21/02/2024;C0032;P0035;15;95320.27;0.1;69092.63;Mayorista;Confirmada
V01083;22/10/2025;;P0035;5;102986.11;0.05;69092.63;Online;Confirmada
V00243;11/09/2024;C0021;P0031;8;148402.80;0;85075.28;Sucursal;Confirmada
V00586;14/04/2024;C0026;P0023;36;62324.74;0;40158.54;Online;Confirmada
V01158;15/08/2025;C0059;P0014;26;12898.54;0;7133.98;Sucursal;Confirmada
V00124;14/08/2023;C0031;P0010;8;25482.38;0.15;15802.18;Online;Confirmada
V00164;21/05/2025;C0054;P0031;40;136213.17;0;85075.28;Sucursal;Confirmada
V00146;16/11/2023;C0026;P0029;7;58846.05;0.1;35426.88;online;Confirmada
V01122;05/03/2024;C0025;P0030;29;146871.80;0;79943.46;Online;Confirmada
V00890;28/04/2025;C0038;P0029;;62265.85;0.15;35426.88;Sucursal;Confirmada
V00321;04/04/2023;C0044;P0037;23;26186.30;0;20637.97;SUCURSAL;Confirmada
V00111;11/11/2025;C0016;P0005;35;151392.57;0;76381.11;Online;Confirmada
V00349;19/09/2025;C0016;P0030;31;153505.32;0;79943.46;online;Confirmada
V00391;18/09/2025;C0009;P0031;26;137320.90;0.05;85075.28;Mayorista;Confirmada
V00696;25/02/2024;C0011;P0008;2;160260.40;0;87430.92;Sucursal;Confirmada
V00373;05/02/2024;C0052;P0036;15;14994.55;0;9624.01;Online;Confirmada
V00802;19/10/2025;;P0020;19;85852.95;0.05;45649.19;online;Confirmada
V00326;10/07/2023;C0050;P0021;27;54174.01;0;30386.28;Sucursal;Confirmada
V00272;21/07/2025;C0022;P0037;20;29165.03;0;20637.97;online;Confirmada
V00916;09/03/2023;C0018;P0022;;131721.86;0;77007.76;Sucursal;Confirmada
V00527;03/12/2024;C0052;P0021;13;48650.65;0.05;30386.28;Sucursal;Confirmada
V00482;21/03/2023;C0029;P0038;33;52523.16;0.05;30948.72;online;Confirmada
V00578;04/05/2023;C0023;P0038;35;49518.95;0.15;30948.72;SUCURSAL;Confirmada
V00801;28/03/2023;C0022;P0002;39;83170.19;0;45022.51;Mayorista;Confirmada
V00981;04/08/2025;C0018;P0018;1;39752.29;0.1;27465.62;online;Confirmada
V01061;27/12/2024;C0043;P0038;31;50772.84;0;30948.72;Mayorista;Confirmada
V00980;31/05/2025;C0028;P0015;33;106333.83;0;52751.77;online;Confirmada
V00130;01/08/2023;C0060;P0021;12;51013.31;0;30386.28;Sucursal;Confirmada
V00087;11/08/2024;C0031;P0007;21;26281.97;0;18589.68;Online;Confirmada
V00678;06/01/2024;C0049;P0020;27;85601.02;0.05;45649.19;Mayorista;Confirmada
V01179;24/11/2023;C0042;P0008;30;170016.46;0.15;87430.92;Sucursal;Confirmada
V00312;31/01/2025;C0060;P0033;36;148370.16;0.15;87592.08;online;Confirmada
V01011;15/01/2025;C0030;P0002;3;79837.38;0;45022.51;Mayorista;Confirmada
V01165;08/05/2023;C0018;P0024;30;78124.74;0.05;54866.45;online;Confirmada
V00775;07/01/2024;C0046;P0031;33;140859.74;0.05;85075.28;SUCURSAL;Confirmada
V00484;18/10/2023;C0053;P0023;21;63234.74;0.1;40158.54;Online;Confirmada
V00900;05/03/2023;C0007;P0040;15;79174.92;0;59058.47;Online;Confirmada
V00227;30/11/2023;C0007;P0002;32;83773.52;0.15;45022.51;online;Confirmada
V01000;08/02/2025;C0033;P0039;31;35935.44;0.1;20257.15;Online;Confirmada
V00786;04/06/2024;C0046;P0006;30;138300.54;0;82826.49;Online;Confirmada
V00491;14/07/2024;C0002;P0037;13;29538.39;0;20637.97;SUCURSAL;Confirmada
V00468;07/08/2025;C0023;P0020;11;82286.01;0.05;45649.19;online;Confirmada
V00384;17/11/2024;C0045;P0012;31;96782.86;0.1;62788.01;Mayorista;Confirmada
V00706;10/05/2023;C0030;P0014;24;12529.23;0.1;7133.98;Online;Confirmada
V00675;08/05/2025;C0031;P0023;33;64461.11;0;40158.54;Sucursal;Confirmada
V00295;19/09/2024;C0034;P0022;11;123788.55;0;77007.76;Sucursal;Confirmada
V00609;30/09/2025;C0026;P0017;20;33700.79;0;21329.37;SUCURSAL;Confirmada
V00386;03/11/2023;C0051;P0025;22;77887.93;0.15;39839.56;SUCURSAL;Confirmada
V00421;01/09/2024;C0042;P0020;11;82834.14;0;45649.19;SUCURSAL;Confirmada
V00603;12/12/2023;C0019;P0021;13;52351.26;0;30386.28;SUCURSAL;Confirmada
V00960;17/04/2024;C0017;P0018;21;34660.62;0.1;27465.62;online;Confirmada
V00435;17/05/2025;C0018;P0006;32;150961.15;0.05;82826.49;Online;Confirmada
V00951;24/06/2025;C0013;P0022;34;141160.52;0;77007.76;SUCURSAL;Confirmada
V01196;03/07/2024;C0029;P0030;39;142163.48;0;79943.46;online;Confirmada
V00215;11/06/2025;C0027;P0012;38;100644.34;0.05;62788.01;Online;Confirmada
V00191;27/06/2023;C0051;P0019;20;43529.03;0;24035.97;Mayorista;Confirmada
V00211;28/09/2024;C0010;P0009;18;41642.73;0;24765.50;online;Confirmada
V00549;08/11/2025;C0051;P0010;1;25390.77;0.05;15802.18;Online;Confirmada
V01015;08/01/2025;C0020;P0019;38;44282.73;0;24035.97;online;Confirmada
V00927;21/04/2023;C0026;P0005;7;151997.97;0;76381.11;Sucursal;Confirmada
V00358;16/02/2025;C0001;P0030;35;146429.61;0.15;79943.46;Sucursal;Confirmada
V00985;18/03/2023;C0039;P0033;35;166308.50;0.05;87592.08;SUCURSAL;Confirmada
V00393;17/02/2025;C0048;P0020;16;78756.36;0.15;45649.19;online;Confirmada
V00554;16/12/2025;C0003;P0025;27;73016.76;0.05;39839.56;Mayorista;Confirmada
V00473;30/05/2025;C0021;P0003;6;92555.04;0;59237.27;Online;Confirmada
V00274;24/04/2025;C0036;P0004;19;84895.66;0.05;45750.64;Mayorista;Confirmada
V00070;24/02/2023;C0038;P0026;12;100295.06;0.1;75912.18;Mayorista;Confirmada
V00897;09/03/2023;C0055;P0039;11;36458.92;0;20257.15;SUCURSAL;Confirmada
V01075;31/10/2024;C0028;P0019;28;43649.94;0;24035.97;SUCURSAL;Confirmada
V00765;04/09/2023;C0045;P0004;11;81107.49;0.15;45750.64;Online;Confirmada
V00270;19/04/2023;C0053;P0040;13;78935.64;0;59058.47;SUCURSAL;Confirmada
V00133;24/11/2024;C0040;P0017;13;36283.88;0.15;21329.37;Online;Confirmada
V00576;06/04/2025;C0010;P0014;3;13534.43;0;7133.98;Sucursal;Confirmada
V00119;09/09/2025;C0015;P0029;33;60297.58;0;35426.88;Online;Confirmada
V00472;06/02/2025;C0045;P0007;25;28111.92;0.15;18589.68;online;Confirmada
V00607;23/03/2025;C0010;P0018;1;35289.65;0.1;27465.62;SUCURSAL;Confirmada
V00763;23/11/2024;C0043;P0005;27;141821.75;0.15;76381.11;Sucursal;Confirmada
V00724;10/12/2025;C0010;P0033;30;169162.97;0;87592.08;SUCURSAL;Confirmada
V00898;26/04/2025;C0045;P0004;11;78575.00;0.1;45750.64;online;Confirmada
V00627;21/07/2023;C0021;P0002;28;84596.63;0.05;45022.51;SUCURSAL;Confirmada
V00571;30/09/2024;C0019;P0029;12;66331.02;0;35426.88;Sucursal;Confirmada
V00647;06/03/2024;C0008;P0032;9;60112.31;0;41511.75;Sucursal;Confirmada
V00147;15/11/2025;C0015;P0014;40;12207.94;0.05;7133.98;Mayorista;Confirmada
V00850;20/10/2024;C0051;P0012;36;99139.03;0;62788.01;Mayorista;Confirmada
V00809;16/06/2025;C0006;P0027;39;121477.68;0;61799.54;online;Confirmada
V01006;26/06/2024;C0002;P0032;37;61692.65;0;41511.75;online;Confirmada
V00753;14/08/2023;C0053;P0031;32;144490.55;0;85075.28;Mayorista;Confirmada
V00240;26/12/2025;C0044;P0021;11;53764.71;0.15;30386.28;Online;Confirmada
V01069;25/07/2025;C0051;P0039;27;35532.54;0.1;20257.15;Online;Confirmada
V00614;27/09/2025;C0025;P0008;26;154617.58;0.1;87430.92;online;Anulada
V00630;15/01/2024;C0005;P0014;25;13490.83;0.1;7133.98;Online;Confirmada
V01106;11/03/2025;C0004;P0025;32;68255.68;0;39839.56;SUCURSAL;Confirmada
V00874;29/09/2025;C0029;P0031;28;132470.98;0.1;85075.28;Online;Confirmada
V00100;17/03/2023;C0012;P0006;23;147281.48;0.1;82826.49;Mayorista;Confirmada
V00467;14/02/2024;C0045;P0017;2;36061.92;0;21329.37;online;Confirmada
V00570;16/06/2025;C0012;P0017;25;33813.39;0.1;21329.37;Mayorista;Confirmada
V01089;18/12/2023;C0027;P0020;15;79502.57;0.1;45649.19;Online;Confirmada
V00740;01/01/2023;C0058;P0014;12;13202.40;0;7133.98;Online;Confirmada
V00631;22/01/2023;C0005;P0040;40;90397.12;0;59058.47;Online;Confirmada
V00445;16/06/2024;C0060;P0024;10;86946.32;0.1;54866.45;online;Confirmada
V00436;14/09/2024;C0055;P0013;34;39838.94;0;26313.27;Online;Confirmada
V00232;21/03/2023;C0048;P0008;25;147548.15;0.15;87430.92;SUCURSAL;Confirmada
V00099;16/02/2023;C0003;P0015;35;98501.14;0;52751.77;Online;Confirmada
V00179;30/12/2025;C0059;P0008;19;156672.27;0;87430.92;Mayorista;Confirmada
V00828;21/10/2023;C0002;P0027;3;125443.28;0;61799.54;Mayorista;Confirmada
V00974;06/09/2023;C0023;P0007;15;29902.46;0.1;18589.68;Sucursal;Confirmada
V00364;24/08/2024;C0041;P0031;4;149499.24;0;85075.28;Mayorista;Anulada
V01066;12/09/2023;;P0035;17;98550.22;0.15;69092.63;online;Confirmada
V01183;27/09/2025;C0002;P0032;30;62250.09;0;41511.75;Sucursal;Confirmada
V00137;12/04/2023;C0049;P0025;11;72753.90;0.05;39839.56;Mayorista;Confirmada
V01062;25/10/2025;C0025;P0029;20;60753.90;0;35426.88;Sucursal;Confirmada
V00670;04/03/2023;C0016;P0005;23;143866.02;0;76381.11;SUCURSAL;Confirmada
V00926;28/03/2024;C0032;P0020;9;79250.37;0.15;45649.19;Online;Confirmada
V00336;17/02/2025;C0029;P0012;18;93993.57;0;62788.01;Sucursal;Confirmada
V00207;08/07/2024;C0018;P0027;5;115183.69;0;61799.54;Mayorista;Confirmada
V00835;13/02/2024;C0046;P0006;36;137476.01;0.1;82826.49;online;Confirmada
V00399;20/08/2023;C0054;P0040;5;79533.71;0.1;59058.47;SUCURSAL;Confirmada
V00203;08/01/2024;C0013;P0014;15;12209.52;0.1;7133.98;Mayorista;Confirmada
V01022;12/03/2024;C0044;P0021;;55039.71;0.05;30386.28;Online;Confirmada
V00151;01/07/2023;C0024;P0017;34;33969.59;0;21329.37;Sucursal;Confirmada
V00366;12/09/2025;C0031;P0010;26;26003.45;0;15802.18;Mayorista;Confirmada
V00735;23/10/2024;C0045;P0018;37;34833.06;0.1;27465.62;Sucursal;Confirmada
V00918;27/03/2024;C0057;P0017;5;36028.07;0;21329.37;Sucursal;Confirmada
V00104;21/12/2023;C0029;P0011;33;75869.71;0;42100.64;Sucursal;Confirmada
V01144;05/01/2023;C0041;P0028;39;131963.60;0;83697.81;SUCURSAL;Confirmada
V00170;21/08/2023;C0046;P0039;40;34024.84;0;20257.15;Mayorista;Confirmada
V00281;13/12/2024;C0011;P0004;26;74835.66;0;45750.64;Sucursal;Confirmada
V00372;08/04/2025;C0044;P0040;;80508.66;0.1;59058.47;SUCURSAL;Confirmada
V00557;28/03/2025;C0013;P0039;33;37655.01;0.05;20257.15;Sucursal;Confirmada
V01134;28/12/2023;C0019;P0036;40;13743.62;0.05;9624.01;Sucursal;Confirmada
V00369;15/12/2025;C0046;P0008;40;156758.24;0.05;87430.92;online;Confirmada
V01033;24/06/2024;C0056;P0011;8;72757.93;0.05;42100.64;Sucursal;Confirmada
V00257;31/12/2024;C0012;P0040;25;88550.68;0.15;59058.47;online;Confirmada
V00345;13/11/2023;C0034;P0040;19;90605.43;0.1;59058.47;Sucursal;Confirmada
V00950;18/02/2024;C0011;P0012;30;88573.33;0;62788.01;SUCURSAL;Confirmada
V00021;01/11/2023;;P0023;37;64716.52;0;40158.54;Sucursal;Confirmada
V00931;08/11/2023;C0020;P0022;28;139817.16;0;77007.76;Sucursal;Confirmada
V00656;07/03/2025;C0047;P0008;3;158712.84;0;87430.92;Mayorista;Confirmada
V00901;21/09/2023;C0022;P0021;19;54515.93;0.05;30386.28;Sucursal;Confirmada
V00073;19/12/2024;C0036;P0039;27;38138.36;0.15;20257.15;Sucursal;Confirmada
V01091;23/03/2023;C0045;P0017;34;33594.33;0;21329.37;online;Confirmada
V00042;11/10/2024;C0020;P0019;31;44355.52;0;24035.97;Mayorista;Confirmada
V00866;02/02/2023;C0048;P0015;1;99010.96;0;52751.77;online;Confirmada
V00411;01/03/2025;C0032;P0020;9;83444.18;0.15;45649.19;SUCURSAL;Confirmada
V01098;19/03/2023;C0011;P0015;38;105372.83;0.1;52751.77;Online;Confirmada
V00237;16/01/2024;C0019;P0030;30;155060.44;0.1;79943.46;Online;Confirmada
V01009;05/12/2024;C0040;P0008;16;159111.00;0;87430.92;Sucursal;Confirmada
V00864;13/04/2023;C0022;P0010;38;26717.28;0;15802.18;SUCURSAL;Confirmada
V00649;25/09/2025;C0042;P0040;5;89875.13;0.1;59058.47;Online;Confirmada
V00757;26/10/2025;C0041;P0009;3;43329.40;0;24765.50;Sucursal;Confirmada
V01194;09/10/2023;C0040;P0006;37;143637.76;0.05;82826.49;Mayorista;Confirmada
V00822;02/10/2023;C0051;P0003;22;87500.33;0;59237.27;Sucursal;Confirmada
V01050;29/04/2024;C0007;P0034;13;130510.43;0.05;73820.76;Sucursal;Confirmada
V00896;24/09/2024;C0006;P0029;26;66147.56;0;35426.88;online;Confirmada
V00011;02/01/2023;C0007;P0026;4;101302.45;0.15;75912.18;Sucursal;Confirmada
V00641;19/05/2024;C0026;P0037;39;26205.64;0.15;20637.97;Sucursal;Confirmada
V00739;23/05/2025;C0026;P0032;9;65774.35;0.05;41511.75;online;Confirmada
V00855;16/03/2025;C0006;P0029;21;67068.72;0;35426.88;online;Confirmada
V00010;04/04/2025;C0022;P0021;25;48099.89;0;30386.28;online;Confirmada
V00712;23/11/2024;C0052;P0005;37;141378.93;0;76381.11;SUCURSAL;Confirmada
V00351;27/03/2024;C0058;P0013;34;34897.76;0.15;26313.27;SUCURSAL;Confirmada
V00415;26/05/2024;C0029;P0001;36;135052.01;0;88805.39;online;Confirmada
V00105;27/07/2023;C0010;P0017;28;32471.22;0.15;21329.37;Mayorista;Confirmada
V00330;06/08/2023;C0043;P0024;30;89469.92;0.05;54866.45;Mayorista;Confirmada
V00245;18/01/2024;C0013;P0031;22;147674.18;0;85075.28;Mayorista;Confirmada
V01089;18/12/2023;C0027;P0020;15;79502.57;0.1;45649.19;Online;Confirmada
V00332;20/07/2023;C0021;P0022;24;133408.13;0;77007.76;online;Confirmada
V00723;21/02/2025;C0008;P0015;32;104297.42;0;52751.77;Sucursal;Confirmada
V00150;10/11/2025;C0052;P0030;5;151433.95;0;79943.46;online;Confirmada
V00966;05/02/2025;C0033;P0031;7;135572.75;0.05;85075.28;Mayorista;Confirmada
V00792;09/03/2025;C0049;P0011;37;76923.94;0;42100.64;Mayorista;Confirmada
V00310;09/02/2025;C0007;P0008;35;169014.64;0.15;87430.92;Online;Confirmada
V00121;07/07/2025;C0020;P0031;16;134542.00;0;85075.28;Online;Confirmada
V01161;10/05/2024;C0003;P0029;36;62430.09;0;35426.88;SUCURSAL;Confirmada
V00378;28/07/2025;C0022;P0038;1;56247.36;0.1;30948.72;Mayorista;Confirmada
V00598;08/10/2023;C0050;P0004;28;76705.89;0;45750.64;SUCURSAL;Confirmada
V00641;19/05/2024;C0026;P0037;39;26205.64;0.15;20637.97;Sucursal;Confirmada
V00582;04/11/2023;C0017;P0021;19;51643.26;0;30386.28;online;Confirmada
V00479;19/11/2023;C0026;P0009;17;38874.51;0.1;24765.50;Mayorista;Confirmada
V00094;24/02/2023;C0024;P0030;10;141113.41;0;79943.46;SUCURSAL;Confirmada
V00638;04/11/2025;C0031;P0017;8;36310.82;0;21329.37;Mayorista;Confirmada
V00904;11/08/2023;C0028;P0014;22;13918.28;0;7133.98;Sucursal;Confirmada
V00324;23/03/2024;C0015;P0032;28;62287.88;0;41511.75;Online;Confirmada
V00131;08/08/2025;C0005;P0024;23;87916.85;0.15;54866.45;Mayorista;Confirmada
V00427;11/12/2025;C0015;P0039;12;33939.86;0;20257.15;Sucursal;Confirmada
V00907;28/07/2025;C0055;P0035;27;93264.63;0.15;69092.63;Mayorista;Confirmada
V00537;16/01/2023;C0014;P0039;11;35555.33;0;20257.15;SUCURSAL;Confirmada
V00249;05/10/2024;C0003;P0017;18;36009.08;0.1;21329.37;Sucursal;Confirmada
V00999;20/06/2024;C0013;P0016;37;7449.36;0.1;5355.27;online;Confirmada
V00300;09/03/2023;C0060;P0002;9;80359.21;0.15;45022.51;Mayorista;Confirmada
V01200;29/07/2024;C0007;P0036;13;15155.58;0.15;9624.01;Sucursal;Confirmada
V00291;12/07/2025;C0003;P0017;26;35103.75;0.15;21329.37;online;Confirmada
V01193;30/05/2024;C0035;P0026;37;116171.82;0;75912.18;Online;Confirmada
V00574;28/10/2024;C0030;P0033;36;162399.85;0;87592.08;SUCURSAL;Confirmada
V01115;19/12/2024;C0023;P0036;34;15155.05;0.1;9624.01;SUCURSAL;Confirmada
V00872;30/03/2025;C0045;P0004;15;85619.71;0;45750.64;online;Confirmada
V00651;16/04/2023;C0015;P0007;40;29675.78;0.05;18589.68;Mayorista;Confirmada
V00943;03/05/2025;C0051;P0022;17;132235.00;0;77007.76;online;Confirmada
V00808;07/03/2025;C0016;P0003;34;94550.49;0;59237.27;Mayorista;Confirmada
V00470;29/12/2023;C0018;P0032;24;60184.77;0;41511.75;online;Confirmada
V00110;27/10/2023;C0001;P0021;6;54514.28;0.1;30386.28;Sucursal;Confirmada
V00396;17/05/2023;C0038;P0032;22;67027.52;0;41511.75;Mayorista;Confirmada
V00532;01/01/2024;C0026;P0014;12;13455.34;0.05;7133.98;Online;Confirmada
V00754;06/11/2023;C0021;P0029;40;62424.03;0;35426.88;Online;Confirmada
V00127;31/01/2023;C0022;P0037;19;26293.40;0.15;20637.97;Sucursal;Confirmada
